"id_notice","real_words_strongs_in_notice","real_words_strongs_in_notice_number_appear","fake_words_strongs_in_notice","fake_words_strongs_in_notice_number_appear","notice_strong_words_real_total","notice_strong_words_fake_total","notice_strong_words_total","classe_notice"
2398,"[]","[]","[]","[]",0,0,0,0
2399,"['fux', 'fux', 'inicialment', 'ministrar', 'ministrar', 'ministrar', 'pratico', 'processo', 'reclamacao', 'reclamacao', 'reuniao', 'sentenca', 'supremo', 'supremo']","[2, 2, 1, 3, 3, 3, 1, 1, 2, 2, 1, 1, 2, 2]","['menino', 'menino', 'secreto', 'secreto', 'secreto', 'soltura']","[2, 2, 3, 3, 3, 1]",14,6,20,0
2403,"['entregu', 'regrar', 'respostar']","[1, 1, 1]","['enderecar', 'ganhar', 'ganhar', 'ganhar', 'macho', 'macho', 'minutar', 'parabem', 'parabem', 'parabem', 'sapato', 'sapato', 'selecionar', 'sortir', 'usuario', 'usuario']","[1, 3, 3, 3, 2, 2, 1, 3, 3, 3, 2, 2, 1, 1, 2, 2]",3,16,19,0
2404,"['argumentar', 'colaboracao', 'corpu', 'decisao', 'esquema', 'examinar', 'exministro', 'habea', 'justicar', 'ministrar', 'preventivo', 'recurso', 'regiao', 'supremo']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['acidentar', 'atribuir', 'circular']","[1, 1, 1]",14,3,17,0
2405,"['domingo']","[1]","['compartilhar', 'imagem', 'parabem', 'parabem', 'realment', 'replicar', 'usuario']","[1, 1, 2, 2, 1, 1, 1]",1,7,8,0
2406,"['palacio', 'planalto', 'planalto']","[1, 2, 2]","['mansao']","[1]",3,1,4,0
2408,"['carat', 'moderno']","[1, 1]","['compartilhar', 'imagem', 'imagem', 'imagem', 'legendar', 'reverso', 'supostament', 'viralizada', 'viralizada']","[1, 3, 3, 3, 1, 1, 1, 2, 2]",2,9,11,0
2412,"[]","[]","[]","[]",0,0,0,0
2414,"['autoridad', 'investigacao', 'saudar', 'saudar']","[1, 1, 2, 2]","['espalhar', 'espalhar']","[2, 2]",4,2,6,0
2415,"['ministrar']","[1]","[]","[]",1,0,1,0
2416,"['depoimento', 'depoimento', 'depoimento', 'regiao']","[3, 3, 3, 1]","['acidentar', 'boatar', 'espalhar', 'imagem', 'incendio', 'incendio', 'incendio']","[1, 1, 1, 1, 3, 3, 3]",4,7,11,0
2417,"['regiao']","[1]","['circular', 'compartilhar', 'imagem', 'legendar', 'postagen', 'reverso', 'viralizada']","[1, 1, 1, 1, 1, 1, 1]",1,7,8,0
2419,"[]","[]","[]","[]",0,0,0,0
2420,"['gued', 'supremo', 'suspeicao']","[1, 1, 1]","[]","[]",3,0,3,0
2422,"['anuncio', 'ministrar']","[1, 1]","['compartilhar', 'estampar', 'invadir', 'legendar']","[1, 1, 1, 1]",2,4,6,0
2425,"['elaborar', 'elaborar', 'parceria', 'turma']","[2, 2, 1, 1]","[]","[]",4,0,4,0
2426,"['antonio', 'condicao', 'exministro']","[1, 1, 1]","['assassinar', 'falsar']","[1, 1]",3,2,5,0
2429,"[]","[]","[]","[]",0,0,0,0
2433,"['regrar', 'respostar']","[1, 1]","['enderecar', 'ganhar', 'ganhar', 'parabem', 'parabem', 'parir', 'parir', 'questionario', 'selecionar', 'sobrar', 'sortir']","[1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1]",2,11,13,0
2434,"[]","[]","[]","[]",0,0,0,0
2435,"['sabado']","[1]","['mansao', 'mansao', 'mansao', 'parabem', 'vagabundar', 'versao']","[3, 3, 3, 1, 1, 1]",1,6,7,0
2438,"['ricardo']","[1]","['parir', 'sobrar']","[1, 1]",1,2,3,0
2439,"['congresso', 'congresso', 'economia', 'planar', 'subir']","[2, 2, 1, 1, 1]","['greve', 'revoltar']","[1, 1]",5,2,7,0
2440,"[]","[]","['clicar', 'imagem', 'incendio', 'insinuar', 'legendar', 'postagen']","[1, 1, 1, 1, 1, 1]",0,6,6,0
2443,"['privar', 'recurso', 'recurso']","[1, 2, 2]","['captar', 'captar', 'captar', 'captar', 'circular', 'filmar', 'rouanet', 'rouanet', 'sequer']","[4, 4, 4, 4, 1, 1, 2, 2, 1]",3,9,12,0
2447,"['saudar']","[1]","['checar', 'circular', 'compartilhar', 'desmentir', 'espalhar']","[1, 1, 1, 1, 1]",1,5,6,0
2450,"['anteriorment', 'tcu', 'tcu']","[1, 2, 2]","['desmentir', 'parir', 'pelar']","[1, 1, 1]",3,3,6,0
2451,"['permanencia', 'prioritario', 'saudar']","[1, 1, 1]","['anoso', 'anoso']","[2, 2]",3,2,5,0
2454,"[]","[]","['incendio']","[1]",0,1,1,0
2458,"[]","[]","['cedula', 'fraudar']","[1, 1]",0,2,2,0
2461,"['biliao', 'biliao', 'biliao', 'feriar', 'feriar']","[3, 3, 3, 2, 2]","['amigar', 'amigar', 'caixao', 'pego', 'realment']","[2, 2, 1, 1, 1]",5,5,10,0
2462,"[]","[]","['usuario']","[1]",0,1,1,0
2464,"['converso']","[1]","['atirar', 'circular', 'imagem', 'imagem', 'imagem']","[1, 1, 3, 3, 3]",1,5,6,0
2466,"['epidemiar', 'estrategia', 'modelo', 'necessario', 'periodo', 'periodo', 'piorar', 'transmissao', 'transmissao', 'transmissao']","[1, 1, 1, 1, 2, 2, 1, 3, 3, 3]","['circular']","[1]",10,1,11,0
2471,"['correspondent', 'domingo', 'opcao']","[1, 1, 1]","['circular']","[1]",3,1,4,0
2473,"['domingo', 'periodo', 'periodo']","[1, 2, 2]","[]","[]",3,0,3,0
2475,"[]","[]","['abencoar', 'adorar', 'inocentar', 'manipular', 'realment']","[1, 1, 1, 1, 1]",0,5,5,0
2478,"[]","[]","[]","[]",0,0,0,0
2481,"['estimular', 'impactar']","[1, 1]","['agredir', 'camisa', 'disfarcar', 'espalhar', 'imagem']","[1, 1, 1, 1, 1]",2,5,7,0
2486,"[]","[]","[]","[]",0,0,0,0
2489,"['ministrar', 'normalment', 'quarentenar', 'saudar']","[1, 1, 1, 1]","['clicar', 'enganir']","[1, 1]",4,2,6,0
2490,"[]","[]","['adorar', 'desligar', 'parabem', 'sacar', 'vc']","[1, 1, 1, 1, 1]",0,5,5,0
2494,"['almeida', 'almeida', 'cometido', 'destacar']","[2, 2, 1, 1]","['capturar', 'compartilhar', 'fraudar', 'fraudar', 'imagem', 'postagen', 'postagen', 'rouanet', 'rouanet']","[1, 1, 2, 2, 1, 2, 2, 2, 2]",4,9,13,0
2496,"['pratico', 'pratico', 'pratico', 'pratico']","[4, 4, 4, 4]","['assassinar', 'despejar', 'despejar', 'garganta', 'garganta', 'garganta', 'torturar', 'torturar', 'torturar', 'torturar']","[1, 2, 2, 3, 3, 3, 4, 4, 4, 4]",4,10,14,0
2499,"['enfermagem']","[1]","[]","[]",1,0,1,0
2500,"['consolidar', 'destacar', 'henriqu', 'necessario']","[1, 1, 1, 1]","['amplament', 'checar', 'compartilhar']","[1, 1, 1]",4,3,7,0
2502,"['agravar', 'aprovacao', 'aprovacao', 'aprovacao', 'crise', 'escassez', 'saudar']","[1, 3, 3, 3, 1, 1, 1]","['circular', 'compartilhar', 'ganhar', 'postagen']","[1, 1, 1, 1]",7,4,11,0
2504,"[]","[]","['compartilhar', 'compartilhar', 'ganhar', 'ganhar', 'ganhar', 'ganhar', 'ganhar', 'sortir', 'usuario', 'vazio']","[2, 2, 5, 5, 5, 5, 5, 1, 1, 1]",0,10,10,0
2508,"['henriqu']","[1]","[]","[]",1,0,1,0
2509,"['cenario']","[1]","['arquivar']","[1]",1,1,2,0
2511,"['contabilizar']","[1]","['clicar', 'clicar', 'compartilhar', 'fraudar']","[2, 2, 1, 1]",1,4,5,0
2512,"['integrant', 'reducao']","[1, 1]","[]","[]",2,0,2,0
2514,"['consequencia', 'intenso', 'recuperacao', 'submetido']","[1, 1, 1, 1]","['atribuir', 'circular', 'ganhar', 'garganta', 'imagem']","[1, 1, 1, 1, 1]",4,5,9,0
2515,"['constituicao', 'equivalent', 'saudar', 'saudar', 'saudar', 'sigla']","[1, 1, 3, 3, 3, 1]","['supostament']","[1]",6,1,7,0
2516,"[]","[]","['lixar', 'lixar', 'lixar', 'parir']","[3, 3, 3, 1]",0,4,4,0
2518,"['administrativo', 'decisao', 'decorrencia', 'decorrent', 'exercicio', 'funcao', 'improbidad', 'julgamento', 'justicar', 'plenario', 'processo', 'supremo']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['circular']","[1]",12,1,13,0
2519,"[]","[]","[]","[]",0,0,0,0
2520,"['cirurgico', 'infectar', 'taxar', 'transmissao']","[1, 1, 1, 1]","['verificar']","[1]",4,1,5,0
2521,"['alteracao', 'comparacao', 'consolidar', 'limitacao', 'saudar']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,0
2522,"['temporariament']","[1]","['compartilhar', 'compartilhar', 'compartilhar', 'espalhar', 'imagem']","[3, 3, 3, 1, 1]",1,5,6,0
2523,"['tcu', 'tcu', 'tcu']","[3, 3, 3]","[]","[]",3,0,3,0
2524,"['atuacao', 'supremo', 'supremo', 'supremo']","[1, 3, 3, 3]","['manchet']","[1]",4,1,5,0
2525,"['decisao', 'decorrencia', 'pratico', 'suspensao', 'toquio']","[1, 1, 1, 1, 1]","['enganoso', 'parir', 'parir', 'parir', 'pelar', 'segundar']","[1, 3, 3, 3, 1, 1]",5,6,11,0
2530,"['ambito', 'fundamentar', 'servidor']","[1, 1, 1]","['cartaz', 'circular', 'circular']","[1, 2, 2]",3,3,6,0
2536,"[]","[]","['circular', 'circular']","[2, 2]",0,2,2,0
2537,"['afetado', 'bandeirant', 'cenario', 'circulacao', 'saudar']","[1, 1, 1, 1, 1]","['boatar']","[1]",5,1,6,0
2543,"['corpu', 'habea', 'justicar', 'necessario', 'piorar', 'supremo']","[1, 1, 1, 1, 1, 1]","['replicar']","[1]",6,1,7,0
2544,"['decorrencia', 'levantamento']","[1, 1]","['amplament', 'circular', 'imagem', 'postagen']","[1, 1, 1, 1]",2,4,6,0
2545,"['estimular', 'propagacao']","[1, 1]","['disseminar']","[1]",2,1,3,0
2548,"['economia']","[1]","['fraudar', 'gasolina', 'usuario']","[1, 1, 1]",1,3,4,0
2549,"[]","[]","['arvor', 'circular', 'compartilhar', 'gravacao', 'soltar', 'usuario']","[1, 1, 1, 1, 1, 1]",0,6,6,0
2550,"['circulacao', 'destacar', 'privar', 'regulamentar']","[1, 1, 1, 1]","['cartaz', 'circular', 'espalhar', 'imagem']","[1, 1, 1, 1]",4,4,8,0
2557,"['desenvolvimento']","[1]","[]","[]",1,0,1,0
2559,"[]","[]","['menino']","[1]",0,1,1,0
2560,"['companhia']","[1]","['circular', 'circular', 'imagem', 'imagem', 'imagem', 'legendar']","[2, 2, 3, 3, 3, 1]",1,6,7,0
2563,"['martim', 'martim', 'martim']","[3, 3, 3]","['parir', 'venezuelano', 'venezuelano']","[1, 2, 2]",3,3,6,0
2564,"[]","[]","['estuprar', 'vazio']","[1, 1]",0,2,2,0
2565,"['independentement', 'preocupacao']","[1, 1]","['protestar', 'sobrar']","[1, 1]",2,2,4,0
2566,"['justicar', 'justicar']","[2, 2]","['circular', 'desmentir', 'imagem', 'legendar']","[1, 1, 1, 1]",2,4,6,0
2567,"['ambientar', 'economia', 'esperancar', 'estatistico', 'intensivo', 'intensivo', 'liderar', 'mudanca', 'necessario', 'necessario', 'normalment', 'respirador', 'saudar', 'saudar', 'saudar', 'ventilador', 'ventilador']","[1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 3, 3, 3, 2, 2]","['autopsia', 'autopsia', 'autopsia', 'autopsia', 'compartilhar', 'compartilhar', 'dioxido', 'disseminar', 'enganar', 'equador', 'equador', 'equador', 'equador', 'equador', 'equador', 'equador', 'minutar']","[4, 4, 4, 4, 2, 2, 1, 1, 1, 7, 7, 7, 7, 7, 7, 7, 1]",17,17,34,0
2568,"['afp', 'antecipar', 'anticorpo']","[1, 1, 1]","['amplament', 'checagem', 'circular', 'postagen', 'supostament', 'telegram', 'viralizada', 'visualizar']","[1, 1, 1, 1, 1, 1, 1, 1]",3,8,11,0
2569,"['treinar']","[1]","['ideologia', 'invadir', 'realment', 'secreto']","[1, 1, 1, 1]",1,4,5,0
2571,"[]","[]","['espalhar']","[1]",0,1,1,0
2573,"['comportamento', 'posturar', 'posturar', 'quadro', 'republico']","[1, 2, 2, 1, 1]","['chorar', 'usuario']","[1, 1]",5,2,7,0
2574,"['entregu', 'regrar', 'respostar']","[1, 1, 1]","['clicar', 'clicar', 'compartilhar', 'compartilhar', 'compartilhar', 'enderecar', 'ganhar', 'ganhar', 'instrucao', 'macho', 'parabem', 'parabem', 'parir', 'questionario', 'reivindicar', 'reivindicar', 'selecionar', 'sobrar', 'sortir']","[2, 2, 3, 3, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1]",3,19,22,0
2575,"['imunizacao']","[1]","['circular', 'imagem', 'realment']","[1, 1, 1]",1,3,4,0
2577,"['autoridad', 'habito', 'quadro', 'saudar', 'taxar']","[1, 1, 1, 1, 1]","['cbn', 'circular', 'vitaminar']","[1, 1, 1]",5,3,8,0
2579,"[]","[]","['curioso', 'parir']","[1, 1]",0,2,2,0
2581,"[]","[]","['atribuir', 'circular', 'realment']","[1, 1, 1]",0,3,3,0
2582,"['internar']","[1]","['espalhar', 'imagem', 'quinzena']","[1, 1, 1]",1,3,4,0
2583,"['impactar', 'mudanca']","[1, 1]","['circular', 'fraudar', 'humanar', 'postagen']","[1, 1, 1, 1]",2,4,6,0
2586,"['recebido', 'supremo', 'supremo']","[1, 2, 2]","['boatar', 'circular']","[1, 1]",3,2,5,0
2592,"['autoridad', 'estatistico', 'intubacao', 'moderno', 'parceria']","[1, 1, 1, 1, 1]","[]","[]",5,0,5,0
2593,"['estimular', 'impactar']","[1, 1]","['agredir', 'camisa', 'disfarcar', 'espalhar', 'imagem', 'parir']","[1, 1, 1, 1, 1, 1]",2,6,8,0
2594,"['atrasar', 'bolsonarista', 'randolf']","[1, 1, 1]","['parir', 'pelar', 'pelar']","[1, 2, 2]",3,3,6,0
2596,"['merkel']","[1]","['imagem']","[1]",1,1,2,0
2598,"['expressivo']","[1]","['arquivar', 'compartilhar', 'compartilhar', 'grupar']","[1, 2, 2, 1]",1,4,5,0
2599,"[]","[]","['compartilhar', 'enganir']","[1, 1]",0,2,2,0
2602,"[]","[]","['atirar', 'atirar', 'circular', 'deitar', 'gretar', 'gretar', 'gretar', 'gretar', 'legendar', 'verdadeiro']","[2, 2, 1, 1, 4, 4, 4, 4, 1, 1]",0,10,10,0
2604,"['decorrencia', 'positivar']","[1, 1]","['circular']","[1]",2,1,3,0
2605,"['apurar', 'comissao', 'crise', 'crise', 'infectar', 'infectar', 'inquerito', 'mandatario', 'transmissao']","[1, 1, 2, 2, 2, 2, 1, 1, 1]","['parir', 'parir', 'pelar', 'realment', 'sobrar', 'vezar']","[2, 2, 1, 1, 1, 1]",9,6,15,0
2607,"['privar', 'sigla']","[1, 1]","['circular', 'circular']","[2, 2]",2,2,4,0
2608,"['republico']","[1]","[]","[]",1,0,1,0
2611,"['infectar']","[1]","[]","[]",1,0,1,0
2613,"['facilitar']","[1]","['cbn', 'circular', 'incendio', 'incendio', 'motorista']","[1, 1, 2, 2, 1]",1,5,6,0
2619,"['queiroz', 'vieira']","[1, 1]","['assassinar', 'assassinar', 'circular', 'compartilhar']","[2, 2, 1, 1]",2,4,6,0
2620,"['alvaro', 'domingo', 'domingo', 'domingo', 'domingo', 'republico']","[1, 4, 4, 4, 4, 1]","[]","[]",6,0,6,0
2621,"['necessario', 'observar']","[1, 1]","['carbono', 'carbono', 'compartilhar', 'dioxido', 'dioxido', 'fotografia', 'postagen']","[2, 2, 1, 2, 2, 1, 1]",2,7,9,0
2623,"['crise', 'espanha', 'respostar']","[1, 1, 1]","['idioma', 'imagem', 'reverso']","[1, 1, 1]",3,3,6,0
2624,"['saudar']","[1]","['amplament', 'circular', 'compartilhar', 'desgracar', 'gravacao', 'legendar', 'minutar', 'postagen', 'visualizacao']","[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,9,10,0
2626,"['amplo', 'republico']","[1, 1]","['camisa', 'camisa', 'circular', 'circular', 'compartilhar', 'legendar']","[2, 2, 2, 2, 1, 1]",2,6,8,0
2628,"['estatistico', 'oliveira']","[1, 1]","['imagem']","[1]",2,1,3,0
2629,"['congresso']","[1]","[]","[]",1,0,1,0
2630,"[]","[]","['drone']","[1]",0,1,1,0
2631,"[]","[]","['arvor', 'deitar', 'espalhar']","[1, 1, 1]",0,3,3,0
2632,"['desembarcar', 'exigencia', 'expectativa']","[1, 1, 1]","[]","[]",3,0,3,0
2635,"['administrativo', 'gabinet', 'queiroz']","[1, 1, 1]","['atribuir', 'circular', 'imagem']","[1, 1, 1]",3,3,6,0
2636,"[]","[]","[]","[]",0,0,0,0
2640,"[]","[]","['casamentar']","[1]",0,1,1,0
2642,"[]","[]","[]","[]",0,0,0,0
2646,"['colaborar', 'disseminacao']","[1, 1]","[]","[]",2,0,2,0
2648,"['machadar', 'saudar', 'saudar']","[1, 2, 2]","['circular', 'legendar', 'vazio', 'vazio']","[1, 1, 2, 2]",3,4,7,0
2651,"['autorizacao']","[1]","['cocaina', 'cocaina', 'cocaina', 'cocaina', 'cocaina', 'protestar', 'soldar', 'trafico']","[5, 5, 5, 5, 5, 1, 1, 1]",1,8,9,0
2652,"[]","[]","['desmentir', 'fraudar']","[1, 1]",0,2,2,0
2654,"['constituicao', 'constituicao', 'exministro', 'exministro', 'ministrar', 'supremo']","[2, 2, 2, 2, 1, 1]","['circular', 'imagem', 'imagem', 'imagem', 'imagem']","[1, 4, 4, 4, 4]",6,5,11,0
2657,"['anticorpo']","[1]","['compartilhar', 'nobel']","[1, 1]",1,2,3,0
2659,"[]","[]","['cocain', 'cocaina', 'cocaina', 'cocaina', 'cocaina', 'cocaina', 'crer', 'realment']","[1, 5, 5, 5, 5, 5, 1, 1]",0,8,8,0
2665,"[]","[]","['compartilhar', 'imagem']","[1, 1]",0,2,2,0
2666,"['alternativo', 'justicar']","[1, 1]","['canadens', 'catedr', 'catolico', 'catolico', 'catolico', 'estuprar', 'estuprar', 'secreto', 'torturar', 'trafico', 'trafico']","[1, 1, 3, 3, 3, 2, 2, 1, 1, 2, 2]",2,11,13,0
2667,"['aprovacao', 'constituicao', 'equivalent', 'mudanca']","[1, 1, 1, 1]","['circular', 'ganhar', 'ganhar']","[1, 2, 2]",4,3,7,0
2668,"['contabilizar', 'decorrent', 'decorrent', 'respiratorio', 'respiratorio', 'respiratorio', 'respiratorio']","[1, 2, 2, 4, 4, 4, 4]","['circular', 'espalhar']","[1, 1]",7,2,9,0
2669,"[]","[]","['bandeiro', 'bandeiro', 'bandeiro', 'circular', 'filmar', 'imagem']","[3, 3, 3, 1, 1, 1]",0,6,6,0
2671,"[]","[]","[]","[]",0,0,0,0
2673,"[]","[]","['usuario']","[1]",0,1,1,0
2674,"['argumentar', 'iniciativo']","[1, 1]","['barragem', 'barragem', 'rompimento', 'sacar']","[2, 2, 1, 1]",2,4,6,0
2675,"[]","[]","['boatar', 'idioma', 'imagem', 'legendar', 'legendar', 'legendar', 'versao']","[1, 1, 1, 3, 3, 3, 1]",0,7,7,0
2678,"['equipamento']","[1]","['circular', 'imagem', 'postagen', 'telegram', 'versao', 'viralizado']","[1, 1, 1, 1, 1, 1]",1,6,7,0
2679,"[]","[]","[]","[]",0,0,0,0
2680,"['desafiar']","[1]","['agredir', 'agredir', 'lixar', 'soldar', 'soldar', 'venezuelano', 'venezuelano']","[2, 2, 1, 2, 2, 2, 2]",1,7,8,0
2681,"[]","[]","[]","[]",0,0,0,0
2683,"['aumento', 'decisao', 'substituicao']","[1, 1, 1]","['circular', 'replicar']","[1, 1]",3,2,5,0
2686,"['atrasar', 'atrasar', 'boletim', 'normalment']","[2, 2, 1, 1]","['fraudar', 'secreto', 'secreto']","[1, 2, 2]",4,3,7,0
2689,"['planar']","[1]","['atribuir', 'atribuir', 'circular', 'enderecar', 'imagem', 'sequer', 'usuario']","[2, 2, 1, 1, 1, 1, 1]",1,7,8,0
2693,"['circulacao', 'estrategico', 'realizacao', 'saudar', 'sigla', 'suspeito', 'vigilancia']","[1, 1, 1, 1, 1, 1, 1]","['circular', 'desmentir']","[1, 1]",7,2,9,0
2695,"[]","[]","['camiseta', 'circular', 'compartilhar', 'compartilhar', 'imagem', 'soltura']","[1, 1, 2, 2, 1, 1]",0,6,6,0
2698,"['adotada', 'propagacao']","[1, 1]","['compartilhar', 'fotografia', 'imagem', 'legendar', 'reverso']","[1, 1, 1, 1, 1]",2,5,7,0
2699,"[]","[]","['desgracar', 'gleisi', 'gleisi', 'gleisi', 'vc', 'verdadeiro']","[1, 3, 3, 3, 1, 1]",0,6,6,0
2701,"[]","[]","['equador', 'equador', 'equador', 'equador', 'equador']","[5, 5, 5, 5, 5]",0,5,5,0
2703,"['positivar', 'positivar']","[2, 2]","[]","[]",2,0,2,0
2705,"[]","[]","[]","[]",0,0,0,0
2706,"['dificuldad', 'saudar', 'suportar']","[1, 1, 1]","['carbono', 'carbono', 'circular', 'dioxido', 'dioxido', 'humanar', 'imagem']","[2, 2, 1, 2, 2, 1, 1]",3,7,10,0
2708,"['especifico', 'funcionamento', 'infectar', 'mantido', 'preparacao', 'transferir', 'ufrj']","[1, 1, 1, 1, 1, 1, 1]","['circular', 'manipulacao']","[1, 1]",7,2,9,0
2709,"['arrecadacao', 'arrecadacao', 'destinar', 'previsao', 'resolucao', 'resolucao']","[2, 2, 1, 1, 2, 2]","['circular', 'inscricao', 'mencao']","[1, 1, 1]",6,3,9,0
2710,"['saudar']","[1]","['circular', 'compartilhar', 'desmentir']","[1, 1, 1]",1,3,4,0
2712,"['deteccao']","[1]","['circular', 'fraudar']","[1, 1]",1,2,3,0
2714,"['domingo', 'integrant', 'propagacao']","[1, 1, 1]","['circular', 'imagem', 'legendar', 'protestar', 'protestar']","[1, 1, 1, 2, 2]",3,5,8,0
2716,"['conservacao', 'instituto', 'pastar']","[1, 1, 1]","['incendio']","[1]",3,1,4,0
2717,"['anvisa', 'anvisa', 'decisao', 'importacao', 'posicionamento', 'sputnik']","[2, 2, 1, 1, 1, 1]","['atribuir']","[1]",6,1,7,0
2719,"['converso', 'infectar', 'internar', 'realizacao', 'saudar']","[1, 1, 1, 1, 1]","['circular', 'circular', 'imagem', 'legendar']","[2, 2, 1, 1]",5,4,9,0
2721,"[]","[]","['descricao']","[1]",0,1,1,0
2724,"['projeco']","[1]","['circular', 'circular', 'legendar', 'legendar']","[2, 2, 2, 2]",1,4,5,0
2726,"[]","[]","['botao', 'camiseta', 'camiseta', 'camiseta', 'camiseta', 'camiseta', 'camiseta', 'clicar', 'compartilhar', 'compartilhar', 'compartilhar', 'enderecar', 'questionario', 'selecionar']","[1, 6, 6, 6, 6, 6, 6, 1, 3, 3, 3, 1, 1, 1]",0,14,14,0
2728,"['exministro', 'exministro', 'justicar']","[2, 2, 1]","['atribuir', 'circular', 'falsar', 'usuario', 'usuario', 'verificacao']","[1, 1, 1, 2, 2, 1]",3,6,9,0
2729,"['necessario', 'orientacao', 'pastar', 'propagacao', 'saudar']","[1, 1, 1, 1, 1]","['circular', 'compartilhar', 'compartilhar']","[1, 2, 2]",5,3,8,0
2730,"[]","[]","['indignar']","[1]",0,1,1,0
2731,"[]","[]","['carbono', 'dioxido', 'humanar']","[1, 1, 1]",0,3,3,0
2733,"['quarentenar']","[1]","[]","[]",1,0,1,0
2737,"['obtido', 'ritmar']","[1, 1]","['capturar', 'compartilhar', 'gravacao', 'gravacao', 'legendar', 'postagen', 'reverso', 'visualizacao']","[1, 1, 2, 2, 1, 1, 1, 1]",2,8,10,0
2741,"[]","[]","['compartilhar']","[1]",0,1,1,0
2745,"['rocha']","[1]","['casamentar', 'parir', 'segundar']","[1, 1, 1]",1,3,4,0
2747,"[]","[]","['espalhar', 'quinzena']","[1, 1]",0,2,2,0
2750,"['autoridad', 'epidemiar', 'infectar', 'isolar']","[1, 1, 1, 1]","[]","[]",4,0,4,0
2756,"[]","[]","['espalhar']","[1]",0,1,1,0
2757,"['observar']","[1]","['vc', 'vc', 'verdadeiro']","[2, 2, 1]",1,3,4,0
2760,"['bolsonarista']","[1]","['agredir', 'facada', 'imagem']","[1, 1, 1]",1,3,4,0
2761,"['carat']","[1]","['basto', 'nasal']","[1, 1]",1,2,3,0
2762,"['calamidad', 'calamidad', 'fronteiro', 'fronteiro']","[2, 2, 2, 2]","[]","[]",4,0,4,0
2765,"['domingo']","[1]","['desligar']","[1]",1,1,2,0
2766,"[]","[]","['basto', 'compartilhar', 'compartilhar', 'ganhar', 'ganhar', 'preencher']","[1, 2, 2, 2, 2, 1]",0,6,6,0
2767,"['economia', 'escalar', 'quarentenar']","[1, 1, 1]","[]","[]",3,0,3,0
2768,"['acumular', 'acumular', 'avancar', 'circulacao', 'contagioso', 'economia', 'economia', 'especialment', 'estagio', 'infectar', 'isolar', 'liderar', 'obtido', 'possibilidad', 'possibilidad', 'preservar', 'pulmonar', 'recurso', 'regiao', 'respiratorio', 'risco', 'sancao', 'saudar']","[2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]","['espalhar', 'parir']","[1, 1]",23,2,25,0
2769,"['globonew', 'sabado']","[1, 1]","['boatar', 'checar', 'circular', 'manchet']","[1, 1, 1, 1]",2,4,6,0
2773,"['infectar']","[1]","['imagem', 'pego']","[1, 1]",1,2,3,0
2774,"['constatar', 'coordenar', 'depoimento', 'necessario', 'painel']","[1, 1, 1, 1, 1]","['acidentar', 'motorista', 'motorista']","[1, 2, 2]",5,3,8,0
2775,"['domingo']","[1]","['assaltar', 'gasolina', 'gasolina', 'gasolina', 'gasolina', 'gasolina', 'gasolina', 'menino', 'menino']","[1, 6, 6, 6, 6, 6, 6, 2, 2]",1,9,10,0
2776,"['dosar', 'investigacao']","[1, 1]","['assassinar', 'cobaia']","[1, 1]",2,2,4,0
2779,"['gabinet', 'gabinet']","[2, 2]","['parir', 'parir', 'realment']","[2, 2, 1]",2,3,5,0
2781,"['conservacao', 'expansao', 'instituto', 'pastar', 'recurso']","[1, 1, 1, 1, 1]","['circular', 'imagem', 'incendio', 'incendio', 'postagen']","[1, 1, 2, 2, 1]",5,5,10,0
2782,"['atrair', 'justicar', 'parceria']","[1, 1, 1]","['arquivar', 'atribuir', 'parir', 'pelar', 'quantum']","[1, 1, 1, 1, 1]",3,5,8,0
2783,"['avancar']","[1]","['arquivar', 'circular', 'falsar', 'menino']","[1, 1, 1, 1]",1,4,5,0
2787,"['consequencia', 'destinar', 'interferencia', 'piorar', 'primario', 'vigilancia']","[1, 1, 1, 1, 1, 1]","['fraudar']","[1]",6,1,7,0
2788,"[]","[]","['compartilhar', 'ganhar', 'quinzena']","[1, 1, 1]",0,3,3,0
2792,"['argumentar']","[1]","['amplament', 'compartilhar', 'indignar', 'pelar', 'pelar']","[1, 1, 1, 2, 2]",1,5,6,0
2793,"[]","[]","['arvor', 'circular', 'ilustrar', 'imagem', 'imagem', 'imagem', 'imagem', 'imagem', 'logotipo', 'reverso']","[1, 1, 1, 5, 5, 5, 5, 5, 1, 1]",0,10,10,0
2794,"[]","[]","['assassinar', 'assassinar', 'lixar', 'lixar', 'parir']","[2, 2, 2, 2, 1]",0,5,5,0
2796,"[]","[]","['arquivar', 'arquivar', 'disseminar', 'pelar']","[2, 2, 1, 1]",0,4,4,0
2799,"[]","[]","['compartilhar']","[1]",0,1,1,0
2805,"['supremo']","[1]","['mesario']","[1]",1,1,2,0
